MGP ID,Entrez Gene ID,Gene name,Symbol,pathway_name
MGP005525,55970,"guanine nucleotide binding protein (G protein), gamma 12",GNG12,Intracellular Signalling Through Adenosine Receptor A2a and Adenosine
MGP001497,3265,Harvey rat sarcoma viral oncogene homolog,HRAS,Intracellular Signalling Through Adenosine Receptor A2a and Adenosine
MGP001599,3551,"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta",IKBKB,Intracellular Signalling Through Adenosine Receptor A2a and Adenosine
MGP001695,3725,jun proto-oncogene,JUN,Intracellular Signalling Through Adenosine Receptor A2a and Adenosine
MGP002444,5605,mitogen-activated protein kinase kinase 2,MAP2K2,Intracellular Signalling Through Adenosine Receptor A2a and Adenosine
MGP002447,5608,mitogen-activated protein kinase kinase 6,MAP2K6,Intracellular Signalling Through Adenosine Receptor A2a and Adenosine
MGP002448,5609,mitogen-activated protein kinase kinase 7,MAP2K7,Intracellular Signalling Through Adenosine Receptor A2a and Adenosine
MGP001903,4214,"mitogen-activated protein kinase kinase kinase 1, E3 ubiquitin protein ligase",MAP3K1,Intracellular Signalling Through Adenosine Receptor A2a and Adenosine
MGP001905,4216,mitogen-activated protein kinase kinase kinase 4,MAP3K4,Intracellular Signalling Through Adenosine Receptor A2a and Adenosine
MGP001905,4216,mitogen-activated protein kinase kinase kinase 4,MAP3K4,Intracellular Signalling Through Adenosine Receptor A2a and Adenosine
MGP002435,5594,mitogen-activated protein kinase 1,MAPK1,Intracellular Signalling Through Adenosine Receptor A2a and Adenosine
MGP002439,5600,mitogen-activated protein kinase 11,MAPK11,Intracellular Signalling Through Adenosine Receptor A2a and Adenosine
MGP002438,5599,mitogen-activated protein kinase 8,MAPK8,Intracellular Signalling Through Adenosine Receptor A2a and Adenosine
MGP002088,4790,nuclear factor of kappa light polypeptide gene enhancer in B-cells 1,NFKB1,Intracellular Signalling Through Adenosine Receptor A2a and Adenosine
MGP002089,4791,nuclear factor of kappa light polypeptide gene enhancer in B-cells 2 (p49/p100),NFKB2,Intracellular Signalling Through Adenosine Receptor A2a and Adenosine
MGP002090,4792,"nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha",NFKBIA,Intracellular Signalling Through Adenosine Receptor A2a and Adenosine
MGP002197,5058,p21 protein (Cdc42/Rac)-activated kinase 1,PAK1,Intracellular Signalling Through Adenosine Receptor A2a and Adenosine
MGP005087,50855,par-6 family cell polarity regulator alpha,PARD6A,Intracellular Signalling Through Adenosine Receptor A2a and Adenosine
MGP002235,5170,3-phosphoinositide dependent protein kinase 1,PDPK1,Intracellular Signalling Through Adenosine Receptor A2a and Adenosine
MGP002290,5290,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha",PIK3CA,Intracellular Signalling Through Adenosine Receptor A2a and Adenosine
MGP002415,5567,"protein kinase, cAMP-dependent, catalytic, beta",PRKACB,Intracellular Signalling Through Adenosine Receptor A2a and Adenosine
MGP002431,5590,"protein kinase C, zeta",PRKCZ,Intracellular Signalling Through Adenosine Receptor A2a and Adenosine
MGP002579,5906,"RAP1A, member of RAS oncogene family",RAP1A,Intracellular Signalling Through Adenosine Receptor A2a and Adenosine
MGP003983,9693,Rap guanine nucleotide exchange factor (GEF) 2,RAPGEF2,Intracellular Signalling Through Adenosine Receptor A2a and Adenosine
MGP004230,10411,Rap guanine nucleotide exchange factor (GEF) 3,RAPGEF3,Intracellular Signalling Through Adenosine Receptor A2a and Adenosine
MGP004230,10411,Rap guanine nucleotide exchange factor (GEF) 3,RAPGEF3,Intracellular Signalling Through Adenosine Receptor A2a and Adenosine
MGP002700,6195,"ribosomal protein S6 kinase, 90kDa, polypeptide 1",RPS6KA1,Intracellular Signalling Through Adenosine Receptor A2a and Adenosine
MGP000056,108,adenylate cyclase 2 (brain),ADCY2,Intracellular Signalling Through Adenosine Receptor A2b and Adenosine
MGP000076,136,adenosine A2b receptor,ADORA2B,Intracellular Signalling Through Adenosine Receptor A2b and Adenosine
MGP000108,207,v-akt murine thymoma viral oncogene homolog 1,AKT1,Intracellular Signalling Through Adenosine Receptor A2b and Adenosine
MGP003726,8874,Rho guanine nucleotide exchange factor (GEF) 7,ARHGEF7,Intracellular Signalling Through Adenosine Receptor A2b and Adenosine
MGP000680,1386,activating transcription factor 2,ATF2,Intracellular Signalling Through Adenosine Receptor A2b and Adenosine
MGP000286,572,BCL2-associated agonist of cell death,BAD,Intracellular Signalling Through Adenosine Receptor A2b and Adenosine
MGP000333,673,"B-Raf proto-oncogene, serine/threonine kinase",BRAF,Intracellular Signalling Through Adenosine Receptor A2b and Adenosine
MGP000488,998,cell division cycle 42,CDC42,Intracellular Signalling Through Adenosine Receptor A2b and Adenosine
MGP000565,1147,conserved helix-loop-helix ubiquitous kinase,CHUK,Intracellular Signalling Through Adenosine Receptor A2b and Adenosine
MGP000679,1385,cAMP responsive element binding protein 1,CREB1,Intracellular Signalling Through Adenosine Receptor A2b and Adenosine
MGP000948,2002,"ELK1, member of ETS oncogene family",ELK1,Intracellular Signalling Through Adenosine Receptor A2b and Adenosine
MGP001250,2778,GNAS complex locus,GNAS,Intracellular Signalling Through Adenosine Receptor A2b and Adenosine
MGP001250,2778,GNAS complex locus,GNAS,Intracellular Signalling Through Adenosine Receptor A2b and Adenosine
MGP001254,2782,"guanine nucleotide binding protein (G protein), beta polypeptide 1",GNB1,Intracellular Signalling Through Adenosine Receptor A2b and Adenosine
MGP005525,55970,"guanine nucleotide binding protein (G protein), gamma 12",GNG12,Intracellular Signalling Through Adenosine Receptor A2b and Adenosine
MGP001497,3265,Harvey rat sarcoma viral oncogene homolog,HRAS,Intracellular Signalling Through Adenosine Receptor A2b and Adenosine
MGP001599,3551,"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta",IKBKB,Intracellular Signalling Through Adenosine Receptor A2b and Adenosine
MGP001695,3725,jun proto-oncogene,JUN,Intracellular Signalling Through Adenosine Receptor A2b and Adenosine
MGP002444,5605,mitogen-activated protein kinase kinase 2,MAP2K2,Intracellular Signalling Through Adenosine Receptor A2b and Adenosine
MGP002447,5608,mitogen-activated protein kinase kinase 6,MAP2K6,Intracellular Signalling Through Adenosine Receptor A2b and Adenosine
MGP002448,5609,mitogen-activated protein kinase kinase 7,MAP2K7,Intracellular Signalling Through Adenosine Receptor A2b and Adenosine
MGP001903,4214,"mitogen-activated protein kinase kinase kinase 1, E3 ubiquitin protein ligase",MAP3K1,Intracellular Signalling Through Adenosine Receptor A2b and Adenosine
MGP001905,4216,mitogen-activated protein kinase kinase kinase 4,MAP3K4,Intracellular Signalling Through Adenosine Receptor A2b and Adenosine
MGP001905,4216,mitogen-activated protein kinase kinase kinase 4,MAP3K4,Intracellular Signalling Through Adenosine Receptor A2b and Adenosine
MGP002435,5594,mitogen-activated protein kinase 1,MAPK1,Intracellular Signalling Through Adenosine Receptor A2b and Adenosine
MGP002439,5600,mitogen-activated protein kinase 11,MAPK11,Intracellular Signalling Through Adenosine Receptor A2b and Adenosine
MGP002438,5599,mitogen-activated protein kinase 8,MAPK8,Intracellular Signalling Through Adenosine Receptor A2b and Adenosine
MGP002088,4790,nuclear factor of kappa light polypeptide gene enhancer in B-cells 1,NFKB1,Intracellular Signalling Through Adenosine Receptor A2b and Adenosine
MGP002089,4791,nuclear factor of kappa light polypeptide gene enhancer in B-cells 2 (p49/p100),NFKB2,Intracellular Signalling Through Adenosine Receptor A2b and Adenosine
MGP002090,4792,"nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha",NFKBIA,Intracellular Signalling Through Adenosine Receptor A2b and Adenosine
MGP002197,5058,p21 protein (Cdc42/Rac)-activated kinase 1,PAK1,Intracellular Signalling Through Adenosine Receptor A2b and Adenosine
MGP005087,50855,par-6 family cell polarity regulator alpha,PARD6A,Intracellular Signalling Through Adenosine Receptor A2b and Adenosine
MGP002235,5170,3-phosphoinositide dependent protein kinase 1,PDPK1,Intracellular Signalling Through Adenosine Receptor A2b and Adenosine
MGP002290,5290,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha",PIK3CA,Intracellular Signalling Through Adenosine Receptor A2b and Adenosine
MGP002415,5567,"protein kinase, cAMP-dependent, catalytic, beta",PRKACB,Intracellular Signalling Through Adenosine Receptor A2b and Adenosine
MGP002431,5590,"protein kinase C, zeta",PRKCZ,Intracellular Signalling Through Adenosine Receptor A2b and Adenosine
MGP002579,5906,"RAP1A, member of RAS oncogene family",RAP1A,Intracellular Signalling Through Adenosine Receptor A2b and Adenosine
MGP003983,9693,Rap guanine nucleotide exchange factor (GEF) 2,RAPGEF2,Intracellular Signalling Through Adenosine Receptor A2b and Adenosine
MGP004230,10411,Rap guanine nucleotide exchange factor (GEF) 3,RAPGEF3,Intracellular Signalling Through Adenosine Receptor A2b and Adenosine
MGP004230,10411,Rap guanine nucleotide exchange factor (GEF) 3,RAPGEF3,Intracellular Signalling Through Adenosine Receptor A2b and Adenosine
MGP002700,6195,"ribosomal protein S6 kinase, 90kDa, polypeptide 1",RPS6KA1,Intracellular Signalling Through Adenosine Receptor A2b and Adenosine
MGP000056,108,adenylate cyclase 2 (brain),ADCY2,Intracellular Signalling Through FSH Receptor and Follicle Stimulating Hormone
MGP000534,1081,"glycoprotein hormones, alpha polypeptide",CGA,Intracellular Signalling Through FSH Receptor and Follicle Stimulating Hormone
MGP000679,1385,cAMP responsive element binding protein 1,CREB1,Intracellular Signalling Through FSH Receptor and Follicle Stimulating Hormone
MGP000988,2099,estrogen receptor 1,ESR1,Intracellular Signalling Through FSH Receptor and Follicle Stimulating Hormone
MGP001107,2488,"follicle stimulating hormone, beta polypeptide",FSHB,Intracellular Signalling Through FSH Receptor and Follicle Stimulating Hormone
MGP001109,2492,follicle stimulating hormone receptor,FSHR,Intracellular Signalling Through FSH Receptor and Follicle Stimulating Hormone
MGP001250,2778,GNAS complex locus,GNAS,Intracellular Signalling Through FSH Receptor and Follicle Stimulating Hormone
MGP001250,2778,GNAS complex locus,GNAS,Intracellular Signalling Through FSH Receptor and Follicle Stimulating Hormone
MGP001254,2782,"guanine nucleotide binding protein (G protein), beta polypeptide 1",GNB1,Intracellular Signalling Through FSH Receptor and Follicle Stimulating Hormone
MGP005525,55970,"guanine nucleotide binding protein (G protein), gamma 12",GNG12,Intracellular Signalling Through FSH Receptor and Follicle Stimulating Hormone
MGP002388,5499,"protein phosphatase 1, catalytic subunit, alpha isozyme",PPP1CA,Intracellular Signalling Through FSH Receptor and Follicle Stimulating Hormone
MGP002415,5567,"protein kinase, cAMP-dependent, catalytic, beta",PRKACB,Intracellular Signalling Through FSH Receptor and Follicle Stimulating Hormone
MGP000056,108,adenylate cyclase 2 (brain),ADCY2,Intracellular Signalling Through LHCGR Receptor and Luteinizing Hormone/Choriogonadotropin
MGP000534,1081,"glycoprotein hormones, alpha polypeptide",CGA,Intracellular Signalling Through LHCGR Receptor and Luteinizing Hormone/Choriogonadotropin
MGP000679,1385,cAMP responsive element binding protein 1,CREB1,Intracellular Signalling Through LHCGR Receptor and Luteinizing Hormone/Choriogonadotropin
MGP000988,2099,estrogen receptor 1,ESR1,Intracellular Signalling Through LHCGR Receptor and Luteinizing Hormone/Choriogonadotropin
MGP001250,2778,GNAS complex locus,GNAS,Intracellular Signalling Through LHCGR Receptor and Luteinizing Hormone/Choriogonadotropin
MGP001250,2778,GNAS complex locus,GNAS,Intracellular Signalling Through LHCGR Receptor and Luteinizing Hormone/Choriogonadotropin
MGP001254,2782,"guanine nucleotide binding protein (G protein), beta polypeptide 1",GNB1,Intracellular Signalling Through LHCGR Receptor and Luteinizing Hormone/Choriogonadotropin
MGP005525,55970,"guanine nucleotide binding protein (G protein), gamma 12",GNG12,Intracellular Signalling Through LHCGR Receptor and Luteinizing Hormone/Choriogonadotropin
MGP001814,3972,luteinizing hormone beta polypeptide,LHB,Intracellular Signalling Through LHCGR Receptor and Luteinizing Hormone/Choriogonadotropin
MGP001815,3973,luteinizing hormone/choriogonadotropin receptor,LHCGR,Intracellular Signalling Through LHCGR Receptor and Luteinizing Hormone/Choriogonadotropin
MGP002388,5499,"protein phosphatase 1, catalytic subunit, alpha isozyme",PPP1CA,Intracellular Signalling Through LHCGR Receptor and Luteinizing Hormone/Choriogonadotropin
MGP002415,5567,"protein kinase, cAMP-dependent, catalytic, beta",PRKACB,Intracellular Signalling Through LHCGR Receptor and Luteinizing Hormone/Choriogonadotropin
MGP000056,108,adenylate cyclase 2 (brain),ADCY2,Intracellular Signalling Through PGD2 receptor and Prostaglandin D2
MGP001250,2778,GNAS complex locus,GNAS,Intracellular Signalling Through PGD2 receptor and Prostaglandin D2
MGP001250,2778,GNAS complex locus,GNAS,Intracellular Signalling Through PGD2 receptor and Prostaglandin D2
MGP001254,2782,"guanine nucleotide binding protein (G protein), beta polypeptide 1",GNB1,Intracellular Signalling Through PGD2 receptor and Prostaglandin D2
MGP005525,55970,"guanine nucleotide binding protein (G protein), gamma 12",GNG12,Intracellular Signalling Through PGD2 receptor and Prostaglandin D2
MGP002415,5567,"protein kinase, cAMP-dependent, catalytic, beta",PRKACB,Intracellular Signalling Through PGD2 receptor and Prostaglandin D2
MGP002512,5729,prostaglandin D2 receptor (DP),PTGDR,Intracellular Signalling Through PGD2 receptor and Prostaglandin D2
MGP000056,108,adenylate cyclase 2 (brain),ADCY2,Intracellular Signalling Through Prostacyclin Receptor and Prostacyclin
MGP001250,2778,GNAS complex locus,GNAS,Intracellular Signalling Through Prostacyclin Receptor and Prostacyclin
MGP001250,2778,GNAS complex locus,GNAS,Intracellular Signalling Through Prostacyclin Receptor and Prostacyclin
MGP001254,2782,"guanine nucleotide binding protein (G protein), beta polypeptide 1",GNB1,Intracellular Signalling Through Prostacyclin Receptor and Prostacyclin
MGP005525,55970,"guanine nucleotide binding protein (G protein), gamma 12",GNG12,Intracellular Signalling Through Prostacyclin Receptor and Prostacyclin
MGP002014,4634,"myosin, light chain 3, alkali; ventricular, skeletal, slow",MYL3,Intracellular Signalling Through Prostacyclin Receptor and Prostacyclin
MGP002017,4638,myosin light chain kinase,MYLK,Intracellular Signalling Through Prostacyclin Receptor and Prostacyclin
MGP002415,5567,"protein kinase, cAMP-dependent, catalytic, beta",PRKACB,Intracellular Signalling Through Prostacyclin Receptor and Prostacyclin
MGP002519,5739,prostaglandin I2 (prostacyclin) receptor (IP),PTGIR,Intracellular Signalling Through Prostacyclin Receptor and Prostacyclin
MGP002268,5243,"ATP-binding cassette, sub-family B (MDR/TAP), member 1",ABCB1,Irinotecan Action Pathway
MGP001961,4363,"ATP-binding cassette, sub-family C (CFTR/MRP), member 1",ABCC1,Irinotecan Action Pathway
MGP000606,1244,"ATP-binding cassette, sub-family C (CFTR/MRP), member 2",ABCC2,Irinotecan Action Pathway
MGP003897,9429,"ATP-binding cassette, sub-family G (WHITE), member 2 (Junior blood group)",ABCG2,Irinotecan Action Pathway
MGP000294,590,butyrylcholinesterase,BCHE,Irinotecan Action Pathway
MGP000528,1066,carboxylesterase 1,CES1,Irinotecan Action Pathway
MGP003706,8824,carboxylesterase 2,CES2,Irinotecan Action Pathway
MGP000761,1576,"cytochrome P450, family 3, subfamily A, polypeptide 4",CYP3A4,Irinotecan Action Pathway
MGP000762,1577,"cytochrome P450, family 3, subfamily A, polypeptide 5",CYP3A5,Irinotecan Action Pathway
MGP005239,51726,"DnaJ (Hsp40) homolog, subfamily B, member 11",DNAJB11,Irinotecan Action Pathway
MGP004417,10961,endoplasmic reticulum protein 29,ERP29,Irinotecan Action Pathway
MGP001516,3309,"heat shock 70kDa protein 5 (glucose-regulated protein, 78kDa)",HSPA5,Irinotecan Action Pathway
MGP004274,10525,hypoxia up-regulated 1,HYOU1,Irinotecan Action Pathway
MGP005786,64714,"protein disulfide isomerase family A, member 2",PDIA2,Irinotecan Action Pathway
MGP003954,9601,"protein disulfide isomerase family A, member 4",PDIA4,Irinotecan Action Pathway
MGP004137,10130,"protein disulfide isomerase family A, member 6",PDIA6,Irinotecan Action Pathway
MGP002384,5479,peptidylprolyl isomerase B (cyclophilin B),PPIB,Irinotecan Action Pathway
MGP004739,23753,stromal cell-derived factor 2-like 1,SDF2L1,Irinotecan Action Pathway
MGP004301,10599,"solute carrier organic anion transporter family, member 1B1",SLCO1B1,Irinotecan Action Pathway
MGP003171,7150,topoisomerase (DNA) I,TOP1,Irinotecan Action Pathway
MGP005314,54658,"UDP glucuronosyltransferase 1 family, polypeptide A1",UGT1A1,Irinotecan Action Pathway
MGP005305,54575,"UDP glucuronosyltransferase 1 family, polypeptide A10",UGT1A10,Irinotecan Action Pathway
MGP005312,54600,"UDP glucuronosyltransferase 1 family, polypeptide A9",UGT1A9,Irinotecan Action Pathway
MGP000023,38,acetyl-CoA acetyltransferase 1,ACAT1,Ketone Body Metabolism
MGP000305,622,"3-hydroxybutyrate dehydrogenase, type 1",BDH1,Ketone Body Metabolism
MGP001465,3155,3-hydroxymethyl-3-methylglutaryl-CoA lyase,HMGCL,Ketone Body Metabolism
MGP001468,3158,3-hydroxy-3-methylglutaryl-CoA synthase 2 (mitochondrial),HMGCS2,Ketone Body Metabolism
MGP002179,5019,3-oxoacid CoA transferase 1,OXCT1,Ketone Body Metabolism
MGP000181,358,aquaporin 1 (Colton blood group),AQP1,Kidney Function
MGP000182,359,aquaporin 2 (collecting duct),AQP2,Kidney Function
MGP000183,360,aquaporin 3 (Gill blood group),AQP3,Kidney Function
MGP000235,476,"ATPase, Na+/K+ transporting, alpha 1 polypeptide",ATP1A1,Kidney Function
MGP000236,477,"ATPase, Na+/K+ transporting, alpha 2 polypeptide",ATP1A2,Kidney Function
MGP000237,478,"ATPase, Na+/K+ transporting, alpha 3 polypeptide",ATP1A3,Kidney Function
MGP000239,480,"ATPase, Na+/K+ transporting, alpha 4 polypeptide",ATP1A4,Kidney Function
MGP000240,481,"ATPase, Na+/K+ transporting, beta 1 polypeptide",ATP1B1,Kidney Function
MGP000241,482,"ATPase, Na+/K+ transporting, beta 2 polypeptide",ATP1B2,Kidney Function
MGP000242,483,"ATPase, Na+/K+ transporting, beta 3 polypeptide",ATP1B3,Kidney Function
MGP000586,1187,"chloride channel, voltage-sensitive Ka",CLCNKA,Kidney Function
MGP000243,486,FXYD domain containing ion transport regulator 2,FXYD2,Kidney Function
MGP001932,4306,"nuclear receptor subfamily 3, group C, member 2",NR3C2,Kidney Function
MGP002766,6337,"sodium channel, non voltage gated 1 alpha subunit",SCNN1A,Kidney Function
MGP002767,6338,"sodium channel, non voltage gated 1 beta subunit",SCNN1B,Kidney Function
MGP002768,6339,"sodium channel, non voltage gated 1 delta subunit",SCNN1D,Kidney Function
MGP002769,6340,"sodium channel, non voltage gated 1 gamma subunit",SCNN1G,Kidney Function
MGP002888,6557,"solute carrier family 12 (sodium/potassium/chloride transporter), member 1",SLC12A1,Kidney Function
MGP002890,6559,"solute carrier family 12 (sodium/chloride transporter), member 3",SLC12A3,Kidney Function
MGP004077,9990,"solute carrier family 12 (potassium/chloride transporter), member 6",SLC12A6,Kidney Function
MGP004077,9990,"solute carrier family 12 (potassium/chloride transporter), member 6",SLC12A6,Kidney Function
MGP003463,8170,"solute carrier family 14 (urea transporter), member 2",SLC14A2,Kidney Function
MGP002844,6505,"solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1",SLC1A1,Kidney Function
MGP002910,6582,"solute carrier family 22 (organic cation transporter), member 2",SLC22A2,Kidney Function
MGP003876,9356,"solute carrier family 22 (organic anion transporter), member 6",SLC22A6,Kidney Function
MGP005370,55089,"solute carrier family 38, member 4",SLC38A4,Kidney Function
MGP002857,6519,"solute carrier family 3 (amino acid transporter heavy chain), member 1",SLC3A1,Kidney Function
MGP002858,6520,"solute carrier family 3 (amino acid transporter heavy chain), member 2",SLC3A2,Kidney Function
MGP005320,54716,"solute carrier family 6 (proline IMINO transporter), member 20",SLC6A20,Kidney Function
MGP003461,8140,"solute carrier family 7 (amino acid transporter light chain, L system), member 5",SLC7A5,Kidney Function
MGP003785,9057,"solute carrier family 7 (amino acid transporter light chain, y+L system), member 6",SLC7A6,Kidney Function
MGP003784,9056,"solute carrier family 7 (amino acid transporter light chain, y+L system), member 7",SLC7A7,Kidney Function
MGP004668,23428,"solute carrier family 7 (amino acid transporter light chain, L system), member 8",SLC7A8,Kidney Function
MGP004668,23428,"solute carrier family 7 (amino acid transporter light chain, L system), member 8",SLC7A8,Kidney Function
MGP004461,11136,"solute carrier family 7 (amino acid transporter light chain, bo,+ system), member 9",SLC7A9,Kidney Function
MGP000235,476,"ATPase, Na+/K+ transporting, alpha 1 polypeptide",ATP1A1,Lactose Degradation
MGP000236,477,"ATPase, Na+/K+ transporting, alpha 2 polypeptide",ATP1A2,Lactose Degradation
MGP000237,478,"ATPase, Na+/K+ transporting, alpha 3 polypeptide",ATP1A3,Lactose Degradation
MGP000239,480,"ATPase, Na+/K+ transporting, alpha 4 polypeptide",ATP1A4,Lactose Degradation
MGP000240,481,"ATPase, Na+/K+ transporting, beta 1 polypeptide",ATP1B1,Lactose Degradation
MGP000241,482,"ATPase, Na+/K+ transporting, beta 2 polypeptide",ATP1B2,Lactose Degradation
MGP000242,483,"ATPase, Na+/K+ transporting, beta 3 polypeptide",ATP1B3,Lactose Degradation
MGP000243,486,FXYD domain containing ion transport regulator 2,FXYD2,Lactose Degradation
MGP001807,3938,lactase,LCT,Lactose Degradation
MGP002853,6514,"solute carrier family 2 (facilitated glucose transporter), member 2",SLC2A2,Lactose Degradation
MGP002861,6523,"solute carrier family 5 (sodium/glucose cotransporter), member 1",SLC5A1,Lactose Degradation
MGP001196,2683,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",B4GALT1,Lactose Synthesis
MGP006447,124583,calcium activated nucleotidase 1,CANT1,Lactose Synthesis
MGP005240,51727,"cytidine monophosphate (UMP-CMP) kinase 1, cytosolic",CMPK1,Lactose Synthesis
MGP001122,2538,"glucose-6-phosphatase, catalytic subunit",G6PC,Lactose Synthesis
MGP001153,2592,galactose-1-phosphate uridylyltransferase,GALT,Lactose Synthesis
MGP001789,3906,"lactalbumin, alpha-",LALBA,Lactose Synthesis
MGP002105,4831,NME/NM23 nucleoside diphosphate kinase 2,NME2,Lactose Synthesis
MGP002852,6513,"solute carrier family 2 (facilitated glucose transporter), member 1",SLC2A1,Lactose Synthesis
MGP003263,7360,UDP-glucose pyrophosphorylase 2,UGP2,Lactose Synthesis
MGP002268,5243,"ATP-binding cassette, sub-family B (MDR/TAP), member 1",ABCB1,Lamivudine Metabolism Pathway
MGP001961,4363,"ATP-binding cassette, sub-family C (CFTR/MRP), member 1",ABCC1,Lamivudine Metabolism Pathway
MGP000606,1244,"ATP-binding cassette, sub-family C (CFTR/MRP), member 2",ABCC2,Lamivudine Metabolism Pathway
MGP003659,8714,"ATP-binding cassette, sub-family C (CFTR/MRP), member 3",ABCC3,Lamivudine Metabolism Pathway
MGP004181,10257,"ATP-binding cassette, sub-family C (CFTR/MRP), member 4",ABCC4,Lamivudine Metabolism Pathway
MGP003897,9429,"ATP-binding cassette, sub-family G (WHITE), member 2 (Junior blood group)",ABCG2,Lamivudine Metabolism Pathway
MGP005582,56994,choline phosphotransferase 1,CHPT1,Lamivudine Metabolism Pathway
MGP005240,51727,"cytidine monophosphate (UMP-CMP) kinase 1, cytosolic",CMPK1,Lamivudine Metabolism Pathway
MGP000795,1633,deoxycytidine kinase,DCK,Lamivudine Metabolism Pathway
MGP002104,4830,NME/NM23 nucleoside diphosphate kinase 1,NME1,Lamivudine Metabolism Pathway
MGP002222,5130,"phosphate cytidylyltransferase 1, choline, alpha",PCYT1A,Lamivudine Metabolism Pathway
MGP002544,5833,"phosphate cytidylyltransferase 2, ethanolamine",PCYT2,Lamivudine Metabolism Pathway
MGP002264,5230,phosphoglycerate kinase 1,PGK1,Lamivudine Metabolism Pathway
MGP002908,6580,"solute carrier family 22 (organic cation transporter), member 1",SLC22A1,Lamivudine Metabolism Pathway
MGP002910,6582,"solute carrier family 22 (organic cation transporter), member 2",SLC22A2,Lamivudine Metabolism Pathway
MGP002909,6581,"solute carrier family 22 (organic cation transporter), member 3",SLC22A3,Lamivudine Metabolism Pathway
MGP003020,6817,"sulfotransferase family, cytosolic, 1A, phenol-preferring, member 1",SULT1A1,Lamivudine Metabolism Pathway
MGP000108,207,v-akt murine thymoma viral oncogene homolog 1,AKT1,Leucine Stimulation on Insulin Signaling
MGP000940,1977,eukaryotic translation initiation factor 4E,EIF4E,Leucine Stimulation on Insulin Signaling
MGP000941,1978,eukaryotic translation initiation factor 4E binding protein 1,EIF4EBP1,Leucine Stimulation on Insulin Signaling
MGP001634,3630,insulin,INS,Leucine Stimulation on Insulin Signaling
MGP001643,3643,insulin receptor,INSR,Leucine Stimulation on Insulin Signaling
MGP001656,3667,insulin receptor substrate 1,IRS1,Leucine Stimulation on Insulin Signaling
MGP001106,2475,mechanistic target of rapamycin (serine/threonine kinase),MTOR,Leucine Stimulation on Insulin Signaling
MGP002293,5294,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit gamma",PIK3CG,Leucine Stimulation on Insulin Signaling
MGP006612,146850,"phosphoinositide-3-kinase, regulatory subunit 6",PIK3R6,Leucine Stimulation on Insulin Signaling
MGP002625,6009,Ras homolog enriched in brain,RHEB,Leucine Stimulation on Insulin Signaling
MGP002703,6198,"ribosomal protein S6 kinase, 70kDa, polypeptide 1",RPS6KB1,Leucine Stimulation on Insulin Signaling
MGP003461,8140,"solute carrier family 7 (amino acid transporter light chain, L system), member 5",SLC7A5,Leucine Stimulation on Insulin Signaling
MGP003207,7248,tuberous sclerosis 1,TSC1,Leucine Stimulation on Insulin Signaling
MGP003207,7248,tuberous sclerosis 1,TSC1,Leucine Stimulation on Insulin Signaling
MGP003207,7248,tuberous sclerosis 1,TSC1,Leucine Stimulation on Insulin Signaling
MGP003208,7249,tuberous sclerosis 2,TSC2,Leucine Stimulation on Insulin Signaling
MGP005134,51166,aminoadipate aminotransferase,AADAT,Lysine Degradation
MGP004145,10157,aminoadipate-semialdehyde synthase,AASS,Lysine Degradation
MGP000023,38,acetyl-CoA acetyltransferase 1,ACAT1,Lysine Degradation
MGP000254,501,"aldehyde dehydrogenase 7 family, member A1",ALDH7A1,Lysine Degradation
MGP005438,55526,dehydrogenase E1 and transketolase domain containing 1,DHTKD1,Lysine Degradation
MGP000838,1738,dihydrolipoamide dehydrogenase,DLD,Lysine Degradation
MGP000842,1743,dihydrolipoamide S-succinyltransferase (E2 component of 2-oxo-glutarate complex),DLST,Lysine Degradation
MGP000902,1892,"enoyl CoA hydratase, short chain, 1, mitochondrial",ECHS1,Lysine Degradation
MGP001173,2639,glutaryl-CoA dehydrogenase,GCDH,Lysine Degradation
MGP001409,3033,hydroxyacyl-CoA dehydrogenase,HADH,Lysine Degradation
MGP005149,51268,pipecolic acid oxidase,PIPOX,Lysine Degradation
MGP006091,83884,solute carrier family 25 (mitochondrial carrier; ornithine transporter) member 2,SLC25A2,Lysine Degradation
MGP002877,6542,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 2",SLC7A2,Lysine Degradation
MGP001271,2806,"glutamic-oxaloacetic transaminase 2, mitochondrial",GOT2,Malate-Aspartate Shuttle
MGP001893,4191,"malate dehydrogenase 2, NAD (mitochondrial)",MDH2,Malate-Aspartate Shuttle
MGP003545,8402,"solute carrier family 25 (mitochondrial carrier; oxoglutarate carrier), member 11",SLC25A11,Malate-Aspartate Shuttle
MGP003545,8402,"solute carrier family 25 (mitochondrial carrier; oxoglutarate carrier), member 11",SLC25A11,Malate-Aspartate Shuttle
MGP003614,8604,"solute carrier family 25 (aspartate/glutamate carrier), member 12",SLC25A12,Malate-Aspartate Shuttle
